"","row_id","establishment_id","inspection_id","establishment_name","establishmenttype","establishment_address","establishment_status","minimum_inspections_peryear","infraction_details","inspection_date","severity","action","court_outcome","amount_fined"
"263",263,9000373,103858376,"ST PATTIES","Food Take Out","40 BAY ST ","Pass",2,"Operator fail to properly wash surfaces in rooms","2016-11-30","M - Minor","Notice to Comply"," "," "
"264",264,9000373,103858376,"ST PATTIES","Food Take Out","40 BAY ST ","Pass",2,"STORE UTENSILS IN MANNER NOT PREVENTING CONTAMINATION O. REG  562/90 SEC. 81","2016-11-30","S - Significant","Corrected During Inspection"," "," "
"265",265,9000373,103945986,"ST PATTIES","Food Take Out","40 BAY ST ","Pass",2,"","2017-04-07","","","",""
"266",266,9000375,103608906,"A.C.C. STAND #4 - PIZZA PIZZA","Food Take Out","40 BAY ST ","Pass",2,"","2015-11-13","","","",""
"267",267,9000375,103707287,"A.C.C. STAND #4 - PIZZA PIZZA","Food Take Out","40 BAY ST ","Pass",2,"","2016-04-12","","","",""
"268",268,9000375,103858374,"A.C.C. STAND #4 - PIZZA PIZZA","Food Take Out","40 BAY ST ","Pass",2,"STORE UTENSILS IN MANNER NOT PREVENTING CONTAMINATION O. REG  562/90 SEC. 81","2016-11-30","S - Significant","Corrected During Inspection"," "," "
"269",269,9000375,103946190,"A.C.C. STAND #4 - PIZZA PIZZA","Food Take Out","40 BAY ST ","Pass",2,"","2017-04-07","","","",""
"270",270,9000377,103608909,"FOOD JUNCTION","Food Take Out","40 BAY ST ","Pass",2,"","2015-11-13","","","",""
"271",271,9000377,103707289,"FOOD JUNCTION","Food Take Out","40 BAY ST ","Pass",2,"STORE UTENSILS IN MANNER NOT PREVENTING CONTAMINATION O. REG  562/90 SEC. 81","2016-04-12","S - Significant","Corrected During Inspection"," "," "
"272",272,9000377,103858375,"FOOD JUNCTION","Food Take Out","40 BAY ST ","Pass",2,"","2016-11-30","","","",""
"273",273,9000377,103946192,"FOOD JUNCTION","Food Take Out","40 BAY ST ","Pass",2,"Operator fail to properly wash surfaces in rooms","2017-04-07","M - Minor","Notice to Comply"," "," "
"274",274,9000378,103608896,"A.C.C. STAND # 2 - TIM HORTONS","Food Take Out","40 BAY ST ","Pass",1,"","2015-11-13","","","",""
"275",275,9000378,103707273,"A.C.C. STAND # 2 - TIM HORTONS","Food Take Out","40 BAY ST ","Pass",1,"FAIL TO HAVE TEST REAGENT AVAILABLE AT  PLACE OF SANITIZATION O. REG  562/90 SEC. 75(2)","2016-04-12","S - Significant","Corrected During Inspection"," "," "
"276",276,9000378,103707273,"A.C.C. STAND # 2 - TIM HORTONS","Food Take Out","40 BAY ST ","Pass",1,"FAIL TO PROVIDE SOAP OR DETERGENT IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C)","2016-04-12","S - Significant","Corrected During Inspection"," "," "
"277",277,9000378,103945922,"A.C.C. STAND # 2 - TIM HORTONS","Food Take Out","40 BAY ST ","Pass",1,"","2017-04-07","","","",""
"278",278,9000379,103561903,"PINNACLE CATERS SOUTH","Restaurant","40 BAY ST ","Pass",2,"Operator fail to properly wash equipment","2015-08-31","M - Minor","Notice to Comply"," "," "
"279",279,9000379,103609530,"PINNACLE CATERS SOUTH","Restaurant","40 BAY ST ","Pass",2,"","2015-11-13","","","",""
"280",280,9000379,103707547,"PINNACLE CATERS SOUTH","Restaurant","40 BAY ST ","Pass",2,"Operator fail to properly wash equipment","2016-04-12","M - Minor","Notice to Comply"," "," "
"281",281,9000379,103707547,"PINNACLE CATERS SOUTH","Restaurant","40 BAY ST ","Pass",2,"Operator fail to properly wash surfaces in rooms","2016-04-12","M - Minor","Notice to Comply"," "," "
"282",282,9000379,103799903,"PINNACLE CATERS SOUTH","Restaurant","40 BAY ST ","Pass",2,"","2016-08-23","","","",""
"283",283,9000379,103858416,"PINNACLE CATERS SOUTH","Restaurant","40 BAY ST ","Pass",2,"Operator fail to properly wash equipment","2016-11-30","M - Minor","Notice to Comply"," "," "
"284",284,9000379,103858416,"PINNACLE CATERS SOUTH","Restaurant","40 BAY ST ","Pass",2,"Operator fail to properly wash surfaces in rooms","2016-11-30","M - Minor","Notice to Comply"," "," "
"285",285,9000379,103945925,"PINNACLE CATERS SOUTH","Restaurant","40 BAY ST ","Pass",2,"","2017-04-07","","","",""
"286",286,9000381,103549652,"AIR-O-DOWN CHILD CARE CENTRE","Child Care - Catered","7 HAWKSDALE RD ","Pass",2,"Operator fail to properly maintain rooms","2015-08-12","M - Minor","Notice to Comply"," "," "
"287",287,9000381,103549652,"AIR-O-DOWN CHILD CARE CENTRE","Child Care - Catered","7 HAWKSDALE RD ","Pass",2,"Operator fail to properly wash surfaces in rooms","2015-08-12","M - Minor","Notice to Comply"," "," "
"288",288,9000381,103630315,"AIR-O-DOWN CHILD CARE CENTRE","Child Care - Catered","7 HAWKSDALE RD ","Pass",2,"","2015-12-17","","","",""
"289",289,9000381,103686777,"AIR-O-DOWN CHILD CARE CENTRE","Child Care - Catered","7 HAWKSDALE RD ","Pass",2,"Operator fail to properly maintain equipment(NON-FOOD)","2016-03-09","M - Minor","Notice to Comply"," "," "
"290",290,9000381,103943955,"AIR-O-DOWN CHILD CARE CENTRE","Child Care - Catered","7 HAWKSDALE RD ","Pass",2,"","2017-04-05","","","",""
"291",291,9000385,103476698,"AJI SAI RESTAURANT","Restaurant","783 DANFORTH AVE ","Pass",2,"Operator fail to properly wash equipment","2015-04-29","M - Minor","Notice to Comply"," "," "
"292",292,9000385,103476698,"AJI SAI RESTAURANT","Restaurant","783 DANFORTH AVE ","Pass",2,"Operator fail to properly wash surfaces in rooms","2015-04-29","M - Minor","Notice to Comply"," "," "
"293",293,9000385,103541005,"AJI SAI RESTAURANT","Restaurant","783 DANFORTH AVE ","Pass",2,"OPERATOR FAIL TO ENSURE WRAPPING WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II)","2015-07-29","S - Significant","Corrected During Inspection"," "," "
"294",294,9000385,103541005,"AJI SAI RESTAURANT","Restaurant","783 DANFORTH AVE ","Pass",2,"Operator fail to properly maintain rooms","2015-07-29","M - Minor","Notice to Comply"," "," "
"295",295,9000385,103665199,"AJI SAI RESTAURANT","Restaurant","783 DANFORTH AVE ","Pass",2,"Operator fail to properly wash equipment","2016-02-03","M - Minor","Notice to Comply"," "," "
"296",296,9000385,103788654,"AJI SAI RESTAURANT","Restaurant","783 DANFORTH AVE ","Pass",2,"Operator fail to properly wash surfaces in rooms","2016-08-04","M - Minor","Notice to Comply"," "," "
"297",297,9000385,103788654,"AJI SAI RESTAURANT","Restaurant","783 DANFORTH AVE ","Pass",2,"Operator fail to sanitize garbage containers as required","2016-08-04","M - Minor","Notice to Comply"," "," "
"298",298,9000385,103928220,"AJI SAI RESTAURANT","Restaurant","783 DANFORTH AVE ","Pass",2,"Operator fail to properly maintain equipment(NON-FOOD)","2017-03-10","M - Minor","Notice to Comply"," "," "
"299",299,9000385,103928220,"AJI SAI RESTAURANT","Restaurant","783 DANFORTH AVE ","Pass",2,"Operator fail to properly maintain rooms","2017-03-10","M - Minor","Notice to Comply"," "," "
"300",300,9000410,103475475,"AL-MEEZAN HALAL MEAT GROCERY & VARIETY","Food Take Out","1144 ALBION RD ","Pass",3,"Operator fail to provide proper equipment","2015-04-28","M - Minor","Notice to Comply"," "," "
"301",301,9000410,103787506,"AL-MEEZAN HALAL MEAT GROCERY & VARIETY","Food Take Out","1144 ALBION RD ","Pass",3,"Operator fail to properly wash equipment","2016-08-03","M - Minor","Notice to Comply"," "," "
"302",302,9000410,103787506,"AL-MEEZAN HALAL MEAT GROCERY & VARIETY","Food Take Out","1144 ALBION RD ","Pass",3,"Operator fail to properly wash surfaces in rooms","2016-08-03","M - Minor","Notice to Comply"," "," "
"303",303,9000410,103787506,"AL-MEEZAN HALAL MEAT GROCERY & VARIETY","Food Take Out","1144 ALBION RD ","Pass",3,"Operator fail to provide proper equipment","2016-08-03","M - Minor","Notice to Comply"," "," "
"304",304,9000410,103890544,"AL-MEEZAN HALAL MEAT GROCERY & VARIETY","Food Take Out","1144 ALBION RD ","Conditional Pass",3,"Food handler fail to wear headgear","2017-01-12","M - Minor","Notice to Comply"," "," "
"305",305,9000410,103890544,"AL-MEEZAN HALAL MEAT GROCERY & VARIETY","Food Take Out","1144 ALBION RD ","Conditional Pass",3,"Operator fail to properly wash equipment","2017-01-12","M - Minor","Notice to Comply"," "," "
"306",306,9000410,103890544,"AL-MEEZAN HALAL MEAT GROCERY & VARIETY","Food Take Out","1144 ALBION RD ","Conditional Pass",3,"Operator fail to properly wash surfaces in rooms","2017-01-12","M - Minor","Notice to Comply"," "," "
"307",307,9000410,103890544,"AL-MEEZAN HALAL MEAT GROCERY & VARIETY","Food Take Out","1144 ALBION RD ","Conditional Pass",3,"Operator fail to provide proper equipment","2017-01-12","M - Minor","Notice to Comply"," "," "
"308",308,9000410,103890544,"AL-MEEZAN HALAL MEAT GROCERY & VARIETY","Food Take Out","1144 ALBION RD ","Conditional Pass",3,"Operator fail to provide separate handwashing sink(s)","2017-01-12","S - Significant","Notice to Comply"," "," "
"309",309,9000410,103890589,"AL-MEEZAN HALAL MEAT GROCERY & VARIETY","Food Take Out","1144 ALBION RD ","Pass",3,"","2017-01-16","","","",""
"310",310,9000420,103611321,"ALBATROS PUB","Restaurant","3057 LAKE SHORE BLVD W","Pass",2,"","2015-12-22","","","",""
"311",311,9000420,103753171,"ALBATROS PUB","Restaurant","3057 LAKE SHORE BLVD W","Pass",2,"","2016-06-16","","","",""
"312",312,9000420,103846456,"ALBATROS PUB","Restaurant","3057 LAKE SHORE BLVD W","Pass",2,"Operator fail to use proper procedure(s) to ensure food safety","2016-11-08","S - Significant","Corrected During Inspection"," "," "
"313",313,9000424,103527891,"ALBERTO'S TRATTORIA","Restaurant","2560 FINCH AVE W","Pass",2,"Operator fail to properly wash equipment","2015-07-09","M - Minor","Notice to Comply"," "," "
"314",314,9000424,103527891,"ALBERTO'S TRATTORIA","Restaurant","2560 FINCH AVE W","Pass",2,"Operator fail to properly wash surfaces in rooms","2015-07-09","M - Minor","Notice to Comply"," "," "
"315",315,9000424,103601753,"ALBERTO'S TRATTORIA","Restaurant","2560 FINCH AVE W","Conditional Pass",2,"Operator fail to properly wash equipment","2015-11-02","M - Minor","Notice to Comply"," "," "
"316",316,9000424,103601753,"ALBERTO'S TRATTORIA","Restaurant","2560 FINCH AVE W","Conditional Pass",2,"Operator fail to properly wash surfaces in rooms","2015-11-02","M - Minor","Notice to Comply"," "," "
"317",317,9000424,103601753,"ALBERTO'S TRATTORIA","Restaurant","2560 FINCH AVE W","Conditional Pass",2,"Operator fail to provide adequate pest control","2015-11-02","S - Significant","Notice to Comply"," "," "
"318",318,9000424,103601786,"ALBERTO'S TRATTORIA","Restaurant","2560 FINCH AVE W","Pass",2,"","2015-11-04","","","",""
"319",319,9000424,103677140,"ALBERTO'S TRATTORIA","Restaurant","2560 FINCH AVE W","Pass",2,"Operator fail to properly wash equipment","2016-02-23","M - Minor","Notice to Comply"," "," "
"320",320,9000424,103792931,"ALBERTO'S TRATTORIA","Restaurant","2560 FINCH AVE W","Pass",2,"","2016-08-31","","","",""
"321",321,9000424,103854633,"ALBERTO'S TRATTORIA","Restaurant","2560 FINCH AVE W","Pass",2,"","2016-11-23","","","",""
"322",322,9000424,103935187,"ALBERTO'S TRATTORIA","Restaurant","2560 FINCH AVE W","Pass",2,"","2017-03-22","","","",""
"323",323,9000429,103633575,"ALBION BAKERY SUPPLIES","Food Depot","25 CONNELL CRT ","Pass",1,"","2015-12-23","","","",""
"324",324,9000429,103850341,"ALBION BAKERY SUPPLIES","Food Depot","25 CONNELL CRT ","Pass",1,"","2016-11-16","","","",""
"325",325,9000431,103605973,"ALBION CHILD CARE CENTRE","Child Care - Food Preparation","1545 ALBION RD ","Pass",2,"","2015-11-09","","","",""
"326",326,9000431,103718029,"ALBION CHILD CARE CENTRE","Child Care - Food Preparation","1545 ALBION RD ","Pass",2,"","2016-04-27","","","",""
"327",327,9000431,103848522,"ALBION CHILD CARE CENTRE","Child Care - Food Preparation","1545 ALBION RD ","Pass",2,"","2016-11-14","","","",""
"328",328,9000431,103921840,"ALBION CHILD CARE CENTRE","Child Care - Food Preparation","1545 ALBION RD ","Pass",2,"","2017-03-01","","","",""
"329",329,9000432,103518631,"ALBION CINEMAS II","Refreshment Stand (Stationary)","1530 ALBION RD ","Pass",2,"Operator fail to properly wash equipment","2015-06-19","M - Minor","Notice to Comply"," "," "
"330",330,9000432,103518631,"ALBION CINEMAS II","Refreshment Stand (Stationary)","1530 ALBION RD ","Pass",2,"Operator fail to properly wash surfaces in rooms","2015-06-19","M - Minor","Notice to Comply"," "," "
"331",331,9000432,103518631,"ALBION CINEMAS II","Refreshment Stand (Stationary)","1530 ALBION RD ","Pass",2,"Operator fail to provide proper equipment","2015-06-19","M - Minor","Notice to Comply"," "," "
"332",332,9000432,103730113,"ALBION CINEMAS II","Refreshment Stand (Stationary)","1530 ALBION RD ","Pass",2,"","2016-05-16","","","",""
"333",333,9000432,103872962,"ALBION CINEMAS II","Refreshment Stand (Stationary)","1530 ALBION RD ","Pass",2,"","2016-12-23","","","",""
"334",334,9000444,103583745,"THE ALDERBUDS CHILD CARE CENTRE","Child Care - Catered","399 THE WEST MALL  ","Pass",2,"Operator fail to properly maintain equipment(NON-FOOD)","2015-10-02","M - Minor","Notice to Comply"," "," "
"335",335,9000444,103730292,"THE ALDERBUDS CHILD CARE CENTRE","Child Care - Catered","399 THE WEST MALL  ","Pass",2,"","2016-05-18","","","",""
"336",336,9000444,103815365,"THE ALDERBUDS CHILD CARE CENTRE","Child Care - Catered","399 THE WEST MALL  ","Pass",2,"","2016-09-19","","","",""
"337",337,9000444,103898628,"THE ALDERBUDS CHILD CARE CENTRE","Child Care - Catered","399 THE WEST MALL  ","Pass",2,"","2017-01-26","","","",""
"338",338,9000446,103610122,"ALDERWOOD ACTION CHILD CARE","Child Care - Catered","544 HORNER AVE ","Pass",2,"","2015-11-17","","","",""
"339",339,9000446,103716100,"ALDERWOOD ACTION CHILD CARE","Child Care - Catered","544 HORNER AVE ","Pass",2,"","2016-04-25","","","",""
"340",340,9000446,103844729,"ALDERWOOD ACTION CHILD CARE","Child Care - Catered","544 HORNER AVE ","Pass",2,"","2016-11-04","","","",""
"341",341,9000446,103888813,"ALDERWOOD ACTION CHILD CARE","Child Care - Catered","544 HORNER AVE ","Pass",2,"","2017-01-11","","","",""
"342",342,9000458,103527884,"ALEX REI DOS LEITOES","Food Take Out","219 OSSINGTON AVE ","Pass",3,"Operator fail to properly maintain rooms","2015-07-09","M - Minor","Notice to Comply"," "," "
"343",343,9000458,103527884,"ALEX REI DOS LEITOES","Food Take Out","219 OSSINGTON AVE ","Pass",3,"Operator fail to properly wash equipment","2015-07-09","M - Minor","Notice to Comply"," "," "
"344",344,9000458,103609674,"ALEX REI DOS LEITOES","Food Take Out","219 OSSINGTON AVE ","Pass",3,"","2015-11-13","","","",""
"345",345,9000458,103708167,"ALEX REI DOS LEITOES","Food Take Out","219 OSSINGTON AVE ","Pass",3,"FAIL TO HAVE TEST REAGENT AVAILABLE AT  PLACE OF SANITIZATION O. REG  562/90 SEC. 75(2)","2016-04-13","S - Significant","Corrected During Inspection"," "," "
"346",346,9000458,103753699,"ALEX REI DOS LEITOES","Food Take Out","219 OSSINGTON AVE ","Pass",3,"FAIL TO PROVIDE SOAP OR DETERGENT IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C)","2016-06-17","S - Significant","Corrected During Inspection"," "," "
"347",347,9000458,103828696,"ALEX REI DOS LEITOES","Food Take Out","219 OSSINGTON AVE ","Pass",3,"","2016-10-11","","","",""
"348",348,9000458,103889403,"ALEX REI DOS LEITOES","Food Take Out","219 OSSINGTON AVE ","Pass",3,"","2017-01-11","","","",""
"349",349,9000461,103507937,"ALEXANDRA PARK DAY CARE CENTRE","Child Care - Food Preparation","75 AUGUSTA SQ ","Pass",2,"","2015-06-10","","","",""
"350",350,9000461,103604080,"ALEXANDRA PARK DAY CARE CENTRE","Child Care - Food Preparation","75 AUGUSTA SQ ","Pass",2,"Operate food premise - fail to keep facility clean O. Reg  562/90 Sec. 68(2)(b)","2015-11-05","M - Minor","Notice to Comply"," "," "
"351",351,9000461,103661471,"ALEXANDRA PARK DAY CARE CENTRE","Child Care - Food Preparation","75 AUGUSTA SQ ","Pass",2,"","2016-01-28","","","",""
"352",352,9000461,103826368,"ALEXANDRA PARK DAY CARE CENTRE","Child Care - Food Preparation","75 AUGUSTA SQ ","Pass",2,"","2016-10-06","","","",""
"353",353,9000469,103489823,"ALEX FARM PRODUCTS","Food Store (Convenience / Variety)","93 FRONT ST E","Pass",2,"","2015-05-15","","","",""
"354",354,9000469,103585425,"ALEX FARM PRODUCTS","Food Store (Convenience / Variety)","93 FRONT ST E","Pass",2,"","2015-10-06","","","",""
"355",355,9000469,103756353,"ALEX FARM PRODUCTS","Food Store (Convenience / Variety)","93 FRONT ST E","Pass",2,"FAIL TO HAVE TEST REAGENT AVAILABLE AT  PLACE OF SANITIZATION O. REG  562/90 SEC. 75(2)","2016-06-21","S - Significant","Corrected During Inspection"," "," "
"356",356,9000469,103756353,"ALEX FARM PRODUCTS","Food Store (Convenience / Variety)","93 FRONT ST E","Pass",2,"Operator fail to properly wash surfaces in rooms","2016-06-21","M - Minor","Notice to Comply"," "," "
"357",357,9000469,103756353,"ALEX FARM PRODUCTS","Food Store (Convenience / Variety)","93 FRONT ST E","Pass",2,"STORE UTENSILS IN MANNER NOT PREVENTING CONTAMINATION O. REG  562/90 SEC. 81","2016-06-21","S - Significant","Corrected During Inspection"," "," "
"358",358,9000469,103829996,"ALEX FARM PRODUCTS","Food Store (Convenience / Variety)","93 FRONT ST E","Pass",2,"","2016-10-13","","","",""
"359",359,9000469,103895089,"ALEX FARM PRODUCTS","Food Store (Convenience / Variety)","93 FRONT ST E","Pass",2,"Operator fail to properly maintain rooms","2017-01-19","M - Minor","Notice to Comply"," "," "
"360",360,9000485,103572552,"ALI'S WEST INDIAN ROTI SHOP","Restaurant","1446 QUEEN ST W","Pass",2,"","2015-09-17","","","",""
"361",361,9000485,103732413,"ALI'S WEST INDIAN ROTI SHOP","Restaurant","1446 QUEEN ST W","Pass",2,"PROVIDE THERMOMETER NOT EASILY READABLE IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2016-05-19","S - Significant","Corrected During Inspection"," "," "
"362",362,9000485,103842218,"ALI'S WEST INDIAN ROTI SHOP","Restaurant","1446 QUEEN ST W","Pass",2,"Operator fail to properly wash equipment","2016-11-07","M - Minor","Notice to Comply"," "," "
"363",363,9000487,103683894,"AL KARAM SWEETS","Food Processing Plant","3001 MARKHAM RD ","Pass",2,"","2016-03-04","","","",""
"364",364,9000487,103755799,"AL KARAM SWEETS","Food Processing Plant","3001 MARKHAM RD ","Pass",2,"FAIL TO STORE FOOD ON PALLETS O. REG  562/90 SEC. 23","2016-06-21","S - Significant","Corrected During Inspection"," "," "
"365",365,9000487,103755799,"AL KARAM SWEETS","Food Processing Plant","3001 MARKHAM RD ","Pass",2,"OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II)","2016-06-21","S - Significant","Corrected During Inspection"," "," "
"366",366,9000487,103755799,"AL KARAM SWEETS","Food Processing Plant","3001 MARKHAM RD ","Pass",2,"Operator fail to properly maintain rooms","2016-06-21","M - Minor","Notice to Comply"," "," "
"367",367,9000487,103755799,"AL KARAM SWEETS","Food Processing Plant","3001 MARKHAM RD ","Pass",2,"STORE UTENSILS IN MANNER NOT PREVENTING CONTAMINATION O. REG  562/90 SEC. 81","2016-06-21","S - Significant","Corrected During Inspection"," "," "
"368",368,9000515,103601754,"ALLEN'S SCOTTISH BUTCHER","Butcher Shop","2151 WESTON RD ","Conditional Pass",2,"Operator fail to properly maintain rooms","2015-10-30","M - Minor","Notice to Comply"," "," "
"369",369,9000515,103601754,"ALLEN'S SCOTTISH BUTCHER","Butcher Shop","2151 WESTON RD ","Conditional Pass",2,"Operator fail to properly wash equipment","2015-10-30","M - Minor","Notice to Comply"," "," "
"370",370,9000515,103601754,"ALLEN'S SCOTTISH BUTCHER","Butcher Shop","2151 WESTON RD ","Conditional Pass",2,"Operator fail to properly wash surfaces in rooms","2015-10-30","M - Minor","Notice to Comply"," "," "
"371",371,9000515,103601754,"ALLEN'S SCOTTISH BUTCHER","Butcher Shop","2151 WESTON RD ","Conditional Pass",2,"Operator fail to provide adequate pest control","2015-10-30","S - Significant","Notice to Comply"," "," "
"372",372,9000515,103601754,"ALLEN'S SCOTTISH BUTCHER","Butcher Shop","2151 WESTON RD ","Conditional Pass",2,"Operator fail to use proper utensils to ensure food safety","2015-10-30","S - Significant","Notice to Comply"," "," "
"373",373,9000515,103601760,"ALLEN'S SCOTTISH BUTCHER","Butcher Shop","2151 WESTON RD ","Pass",2,"Operator fail to properly maintain rooms","2015-11-10","M - Minor","Notice to Comply"," "," "
"374",374,9000515,103601760,"ALLEN'S SCOTTISH BUTCHER","Butcher Shop","2151 WESTON RD ","Pass",2,"Operator fail to properly wash equipment","2015-11-10","M - Minor","Notice to Comply"," "," "
"375",375,9000515,103601760,"ALLEN'S SCOTTISH BUTCHER","Butcher Shop","2151 WESTON RD ","Pass",2,"Operator fail to properly wash surfaces in rooms","2015-11-10","M - Minor","Notice to Comply"," "," "
"376",376,9000515,103836599,"ALLEN'S SCOTTISH BUTCHER","Butcher Shop","2151 WESTON RD ","Pass",2,"FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2016-12-10","S - Significant","Corrected During Inspection"," "," "
"377",377,9000516,103578522,"ALLENBY DAY CARE","Child Care - Catered","391 ST CLEMENTS AVE ","Pass",2,"","2015-09-25","","","",""
"378",378,9000516,103761389,"ALLENBY DAY CARE","Child Care - Catered","391 ST CLEMENTS AVE ","Pass",2,"","2016-06-29","","","",""
"379",379,9000539,103689244,"ALPHA VARIETY","Food Store (Convenience / Variety)","603 LOGAN AVE ","Pass",1,"FAIL TO STORE FOOD ON RACKS OR SHELVES O. REG  562/90 SEC. 23","2016-03-14","S - Significant","Corrected During Inspection"," "," "
"380",380,9000539,103689244,"ALPHA VARIETY","Food Store (Convenience / Variety)","603 LOGAN AVE ","Pass",1,"Operator fail to properly maintain rooms","2016-03-14","M - Minor","Notice to Comply"," "," "
"381",381,9000572,103525811,"AMATO PIZZA","Restaurant","380 COLLEGE ST ","Pass",3,"","2015-07-07","","","",""
"382",382,9000572,103616600,"AMATO PIZZA","Restaurant","380 COLLEGE ST ","Pass",3,"Operator fail to properly maintain rooms","2015-11-26","M - Minor","Notice to Comply"," "," "
"383",383,9000572,103667432,"AMATO PIZZA","Restaurant","380 COLLEGE ST ","Pass",3,"Operator fail to properly maintain rooms","2016-02-09","M - Minor","Notice to Comply"," "," "
"384",384,9000572,103774096,"AMATO PIZZA","Restaurant","380 COLLEGE ST ","Conditional Pass",3,"Operator fail to properly maintain rooms","2016-07-20","M - Minor","Notice to Comply"," "," "
"385",385,9000572,103774096,"AMATO PIZZA","Restaurant","380 COLLEGE ST ","Conditional Pass",3,"Operator fail to provide adequate pest control","2016-07-20","S - Significant","Notice to Comply"," "," "
"386",386,9000572,103774096,"AMATO PIZZA","Restaurant","380 COLLEGE ST ","Conditional Pass",3,"Operator fail to provide easily readable thermometer(s)","2016-07-20","S - Significant","Notice to Comply"," "," "
"387",387,9000572,103774096,"AMATO PIZZA","Restaurant","380 COLLEGE ST ","Conditional Pass",3,"Operator fail to use proper utensils to ensure food safety","2016-07-20","S - Significant","Notice to Comply"," "," "
"388",388,9000572,103774183,"AMATO PIZZA","Restaurant","380 COLLEGE ST ","Pass",3,"","2016-07-25","","","",""
"389",389,9000572,103843711,"AMATO PIZZA","Restaurant","380 COLLEGE ST ","Pass",3,"OPERATOR FAIL TO ENSURE CRACKED UTENSIL NOT USED IN FOOD HANDLING O. REG  562/90 SEC. 59(B)","2016-11-03","S - Significant","Corrected During Inspection"," "," "
"390",390,9000572,103843711,"AMATO PIZZA","Restaurant","380 COLLEGE ST ","Pass",3,"Operator fail to properly maintain rooms","2016-11-03","M - Minor","Notice to Comply"," "," "
"391",391,9000572,103919859,"AMATO PIZZA","Restaurant","380 COLLEGE ST ","Pass",3,"Operator fail to properly maintain rooms","2017-02-27","M - Minor","Notice to Comply"," "," "
"392",392,9000572,103919859,"AMATO PIZZA","Restaurant","380 COLLEGE ST ","Pass",3,"Operator fail to properly wash surfaces in rooms","2017-02-27","M - Minor","Notice to Comply"," "," "
"393",393,9000583,103594410,"AMBER EUROPEAN RESTAURANT","Restaurant","2372 BLOOR ST W","Pass",2,"","2016-01-22","","","",""
"394",394,9000596,103520278,"AMAZING DONUTS","Bakery","3772 BATHURST ST ","Conditional Pass",2,"Food handler fail to wear headgear","2015-06-23","M - Minor","Corrected During Inspection"," "," "
"395",395,9000596,103520278,"AMAZING DONUTS","Bakery","3772 BATHURST ST ","Conditional Pass",2,"Operator fail to ensure food is not contaminated/adulterated","2015-06-23","C - Crucial","Notice to Comply"," "," "
"396",396,9000596,103520278,"AMAZING DONUTS","Bakery","3772 BATHURST ST ","Conditional Pass",2,"Operator fail to properly maintain rooms","2015-06-23","M - Minor","Corrected During Inspection"," "," "
"397",397,9000596,103520278,"AMAZING DONUTS","Bakery","3772 BATHURST ST ","Conditional Pass",2,"Operator fail to properly remove liquid waste","2015-06-23","S - Significant","Notice to Comply"," "," "
"398",398,9000596,103520278,"AMAZING DONUTS","Bakery","3772 BATHURST ST ","Conditional Pass",2,"Operator fail to properly store solid waste","2015-06-23","S - Significant","Notice to Comply"," "," "
"399",399,9000596,103520278,"AMAZING DONUTS","Bakery","3772 BATHURST ST ","Conditional Pass",2,"Operator fail to properly wash surfaces in rooms","2015-06-23","M - Minor","Notice to Comply"," "," "
"400",400,9000596,103520278,"AMAZING DONUTS","Bakery","3772 BATHURST ST ","Conditional Pass",2,"Operator fail to provide separate handwashing sink(s)","2015-06-23","S - Significant","Notice to Comply"," "," "
"401",401,9000596,103520278,"AMAZING DONUTS","Bakery","3772 BATHURST ST ","Conditional Pass",2,"Operator fail to sanitize garbage containers as required","2015-06-23","M - Minor","Notice to Comply"," "," "
"402",402,9000596,103520278,"AMAZING DONUTS","Bakery","3772 BATHURST ST ","Conditional Pass",2,"Operator fail to use proper procedure(s) to ensure food safety","2015-06-23","S - Significant","Notice to Comply"," "," "
"403",403,9000596,103520290,"AMAZING DONUTS","Bakery","3772 BATHURST ST ","Pass",2,"Operator fail to properly wash surfaces in rooms","2015-06-29","M - Minor","Notice to Comply"," "," "
"404",404,9000596,103616910,"AMAZING DONUTS","Bakery","3772 BATHURST ST ","Pass",2,"Operator fail to properly maintain rooms","2015-11-26","M - Minor","Notice to Comply"," "," "
"405",405,9000596,103616910,"AMAZING DONUTS","Bakery","3772 BATHURST ST ","Pass",2,"Operator fail to properly wash equipment","2015-11-26","M - Minor","Notice to Comply"," "," "
"406",406,9000596,103616910,"AMAZING DONUTS","Bakery","3772 BATHURST ST ","Pass",2,"Operator fail to properly wash surfaces in rooms","2015-11-26","M - Minor","Notice to Comply"," "," "
"407",407,9000596,103675610,"AMAZING DONUTS","Bakery","3772 BATHURST ST ","Conditional Pass",2,"Operator fail to clean washroom fixtures","2016-02-22","S - Significant","Notice to Comply"," "," "
"408",408,9000596,103675610,"AMAZING DONUTS","Bakery","3772 BATHURST ST ","Conditional Pass",2,"Operator fail to properly maintain rooms","2016-02-22","M - Minor","Notice to Comply"," "," "
